area,link,location,name,number_of_bathrooms,number_of_bedrooms,price_per_metter
59,https://meeyland.com//nam-o-tan-binh-ho-chi-minh-ban-nha-ban-ngay-voi-gia-co-ban-tu-6-3-ty-dien-tich-59m2-trong-can-nay-5-pn-tin-chinh-chu-1699866418796,"Tân Bình, Hồ Chí Minh","Nằm ở Tân Bình, Hồ Chí Minh, bán nhà, bán ngay với giá cơ bản từ 6.3 tỷ diện tích 59m2, trong căn này 5 PN tin chính chủ",4,5,"106,78 Tr/m²"
43.3,https://meeyland.com//ba-dinh-nha-dep-gan-toa-lotte-1699863313498,"Ba Đình, Hà Nội",Ba Đình - nhà đẹp - gần toà Lotte,,,
40,https://meeyland.com//can-b-an-40m2x6-tang-o-xuan-phuong-5-5-ty-1699863356512,"Nam Từ Liêm, Hà Nội","Cần bán 40m2 x 6 tầng ở Xuân Phương, 5,5 tỷ",11,11,"137,5 Tr/m²"
37,https://meeyland.com//ban-nha-trung-tam-ba-dinh-dau-nga-tu-giang-van-minh-kim-ma-1699863218551,"Ba Đình, Hà Nội",Bán nhà trung tâm Ba Đình đầu ngã tư Giang Văn Minh Kim Mã,,,"156,76 Tr/m²"
240,https://meeyland.com//ban-nha-duong-35-hiep-binh-chanh-thu-duc-10m-x-24m-gia-13-ty-1699863209670,"Thủ Đức, Hồ Chí Minh","Bán nhà đường 35 Hiệp Bình Chánh Thủ Đức, giá bán 13 tỷ",4,3,"54,17 Tr/m²"
75,https://meeyland.com//duy-nhat-1-can-hon75m2-nguyen-van-bao-gia-4ty8-gan-truong-dai-hoc-cong-nghiep-tp-hcm-1699863183585,"Gò Vấp, Hồ Chí Minh","Duy nhất 1 căn hơn75m2 Nguyễn Văn Bảo giá 4,8 tỷ gần Trường Đại học Công nghiệp thành phố Hồ Chí Minh",,,64 Tr/m²
50,https://meeyland.com//phan-lo-nghia-tan-nha-moi-dep-thang-may-nhap-khau-noi-that-sin-o-to-do-cong-1699863122524,"Cầu Giấy, Hà Nội",Phân lô Nghĩa Tân nhà mới đẹp thang máy nhập khẩu nội thất sịn ô tô đỗ cổng,,,240 Tr/m²
35,https://meeyland.com//ban-nha-trung-phung-tho-quan-dong-da-5-tang-xay-moi-35m2-1699862882828,"Đống Đa, Hà Nội","Bán nhà Trung Phụng, Thổ Quan, Đống Đa, 5 tầng xây mới, diện tích 35m2",,3,120 Tr/m²
82,https://meeyland.com//nha-4-pn-ban-nha-o-dien-tich-rong-82m2-ban-ngay-voi-gia-de-cu-tu-6-1-ty-toa-lac-gan-binh-tri-dong-ho-chi-minh-1699862874652,"Bình Tân, Hồ Chí Minh","Bán nhà diện tích 82m2 ở Bình Trị Đông, Hồ Chí Minh",5,4,"74,39 Tr/m²"
45,https://meeyland.com//ban-nha-phan-lo-xay-moi-tieu-khu-lien-ke-ngay-dau-nga-tu-so-1699862820809,"Đống Đa, Hà Nội",Bán nhà phân lô xây mới tiểu khu liền kề ngay đầu Ngã Tư Sở,,,"151,11 Tr/m²"
56,https://meeyland.com//ban-nha-trung-van-56m2-vuong-van-xay-kien-co-chu-quan-doi-ve-huu-so-do-chinh-chu-1699862731835,"Nam Từ Liêm, Hà Nội","Bán nhà Trung Văn 56m2 vuông vắn, xây kiên cố, chủ quân đội về hưu, sổ đỏ chính chủ",,,"71,43 Tr/m²"
45,https://meeyland.com//ban-nha-ton-duc-thang-dong-da-tong-5-phong-ngu-truoc-nha-cuc-rong-hai-thoang-1699862730408,"Đống Đa, Hà Nội","Bán nhà Tôn Đức Thắng, Đống Đa, tổng 5 phòng ngủ, trước nhà cực rộng, hai thoáng",,5,"124,44 Tr/m²"
60,https://meeyland.com//ban-nha-nam-ngay-ben-trong-kim-giang-thanh-tri-ban-ngay-voi-gia-cuc-tot-1-89-ty-co-dien-tich-gom-60m2-trong-nha-nay-bao-gom-2-pn-1699862668304,"Thanh Trì, Hà Nội","Bán nhà nằm ngay bên trong Kim Giang, Thanh Trì. Diện tích 60m2",2,2,"31,5 Tr/m²"
280,https://meeyland.com//dt-280m2-ban-nha-o-vi-tri-dat-ngay-tai-phuong-13-binh-thanh-tong-quan-nha-bao-gom-co-6-pn-6-wc-con-chan-cho-gi-nua-hay-nhac-may-goi-ngay-1699862646834,"Bình Thạnh, Hồ Chí Minh","Bán nhà tại Phường 13, Bình Thạnh giá 15,3 tỷ",6,6,"54,64 Tr/m²"
68,https://meeyland.com//o-bui-huu-nghia-ho-chi-minh-ban-nha-ban-ngay-voi-gia-cuc-ki-tot-chi-1-89-ty-dien-tich-gom-68m2-nha-tong-quan-gom-2-phong-ngu-tin-chinh-chu-1699862646733,"Bình Thạnh, Hồ Chí Minh","Bán nhà ở Bùi Hữu Nghĩa, Hồ Chí Minh, diện tích 68m2",1,2,"27,79 Tr/m²"
59,https://meeyland.com//ban-nha-o-dien-tich-59m2-gia-ban-cuc-mem-tu-6-3-ty-vi-tri-thuan-loi-ngay-tai-tan-quy-ho-chi-minh-1684298091079,"Tân Phú, Hồ Chí Minh","Nhà gồm 4 phòng ngủ bán nhà ở có diện tích chung là 59m2 giá bán cạnh tranh từ 5.98 tỷ vị trí đặt ngay trên Tân Phú, Hồ Chí Minh, hướng Đông",3,4,"101,36 Tr/m²"
45,https://meeyland.com//can-ban-nha-pghoos-huynh-thuc-khang-keo-dai-dien-tich-45m2-mat-tien-3-5m-1699862621763,"Đống Đa, Hà Nội","Cần bán nhà phố Huỳnh Thúc Kháng kéo dài, diện tích 45m2, mặt tiền 3,5m",,,130 Tr/m²
490,https://meeyland.com//ban-nha-nam-tai-bui-xuong-trach-thanh-xuan-ban-ngay-voi-gia-de-cu-tu-12-ty-co-dien-tich-gom-490m2-ngoi-nha-gom-10-phong-ngu-1699862460162,"Thanh Xuân, Hà Nội","Bán nhà nằm tại Bùi Xương Trạch, Thanh Xuân. Diện tích 490m2",6,10,"24,49 Tr/m²"
120,https://meeyland.com//vi-tri-dep-nam-ngay-phuong-2-ho-chi-minh-ban-nha-ban-ngay-voi-gia-mong-muon-29-ty-tong-quan-o-trong-ngoi-nha-1-pn-1-wc-1699862460181,"Tân Bình, Hồ Chí Minh","Bán nhà diện tích 120m2 ở Phường 2, Hồ Chí Minh",1,1,"241,67 Tr/m²"
50,https://meeyland.com//ban-nha-mat-tien-toa-lac-o-thu-duc-ho-chi-minh-ban-ngay-voi-gia-thoa-thuan-chi-3-2-ty-co-dien-tich-chinh-50m2-tong-quan-bao-gom-co-2-phong-ngu-1699872902023,"Thủ Đức, Hồ Chí Minh","Bán nhà mặt tiền tọa lạc ở Thủ Đức, Hồ Chí Minh bán ngay với giá thỏa thuận chỉ 3.2 tỷ có diện tích chính 50m2 tổng quan bao gồm có 2 phòng ngủ",2,2,64 Tr/m²
60,https://meeyland.com//chinh-chu-can-ban-nha-gap-thanh-pho-vung-tau-1699861994916,"Vũng Tàu, Bà Rịa - Vũng Tàu",Chính chủ cần bán nhà gấp thành phố Vũng Tàu,2,4,"58,33 Tr/m²"
38,https://meeyland.com//b-a-n-n-h-a-sieu-hiem-duong_noi-ha_dong-2-5-ty-38m-3-tang-du-cong-nang-1699859677070,"Hà Đông, Hà Nội","Bán nhà siêu hiếm Dương Nội, Hà Đông 2,5 tỷ, 38m2, 3 tầng đủ công năng",,,"65,79 Tr/m²"
60,https://meeyland.com//can-tien-ban-gap-nha-cap-4-tai-tp-thu-duc-0908025404-1699859307970,"Thủ Đức, Hồ Chí Minh",Cần tiền bán gấp nhà Cấp 4 tại Thủ Đức,,,
62,https://meeyland.com//bao-gia-covid-ban-nha-vi-tri-hap-dan-thanh-xuan-thanh-xuan-gia-ban-canh-tranh-3-2-ty-dien-tich-rong-62m2-trong-can-nay-thi-co-2-pn-2-wc-tin-chinh-chu-1699859165679,"Quận 12, Hồ Chí Minh","Bao giá covid bán nhà vị trí hấp dẫn Thạnh Xuân, Thạnh Xuân giá bán cạnh tranh 3.2 tỷ diện tích rộng 62m2 trong căn này thì có 2 PN 2 WC tin chính chủ",2,2,"51,61 Tr/m²"
62.4,https://meeyland.com//ban-nha-tu-lien-62-4m2-mt5-05m-gia-6-ty-1699858725034,"Tây Hồ, Hà Nội",Bán nhà Tứ Liên 62.4m2 mặt tiền 5.05m giá 6 tỷ,,,"96,15 Tr/m²"
43,https://meeyland.com//ban-nha-moi-xay-4-tang-an-duong-vuong-phu-thuong-tay-ho-1699858661249,"Tây Hồ, Hà Nội",Bán nhà mới xây 4 tầng An Dương Vương - Phú Thượng - Tây Hồ,,,"125,58 Tr/m²"
125,https://meeyland.com//ban-nha-nghi-3-me-15-phong-phuong-tan-loi-thanh-pho-buon-ma-thuot-1699858595954,"Buôn Ma Thuột, Đắk Lắk",Bán nhà nghỉ 3 mê - 15 phòng - phường Tân Lợi - thành phố Buôn Ma Thuột,15,15,"60,8 Tr/m²"
43,https://meeyland.com//ban-nha-tay-ho-ngo-thong-vong-thi-thuy-khue-1699858601584,"Tây Hồ, Hà Nội",Bán nhà Tây Hồ ngõ thông Võng Thị Thuỵ Khuê,,,"193,02 Tr/m²"
75,https://meeyland.com//anh-chi-hai-goi-ban-can-nha-tay-ho-an-duong-1699858513911,"Tây Hồ, Hà Nội",Chủ gửi bán căn nhà Tây Hồ - An Dương,,5,
40,https://meeyland.com//o-ma-lo-binh-hung-hoa-ban-nha-ban-ngay-voi-gia-bat-ngo-2-55-ty-co-dien-tich-rong-40m2-ngoi-nha-gom-co-3-phong-ngu-cam-on-da-xem-tin-1699858460970,"Bình Tân, Hồ Chí Minh","Ở Mã Lò, Bình Hưng Hòa, bán nhà, bán ngay với giá bất ngờ 2.55 tỷ có diện tích rộng 40m2, ngôi nhà gồm có 3 phòng ngủ cảm ơn đã xem tin",3,3,"63,75 Tr/m²"
49,https://meeyland.com//ban-nha-xuan-la-tay-ho-thong-vo-chi-cong-1699858410988,"Tây Hồ, Hà Nội",Bán nhà Xuân La Tây Hồ - Thông Võ Chí Công,,6,"132,65 Tr/m²"
52,https://meeyland.com//hem-nhua-o-to-khu-vip-luy-ban-bich-tan-thanh-4-tang-52m2-gia-5-8-ty-1699858416174,"Tân Phú, Hồ Chí Minh","Hẻm nhựa ô tô khu vip Lũy Bán Bích, Tân Thành, 4 tầng 52m2",4,3,"130,77 Tr/m²"
32,https://meeyland.com//ban-nha-le-trong-tan-hoang-mai-1699858275120,"Hoàng Mai, Hà Nội",Bán nhà Lê Trọng Tấn - Hoàng Mai,,,"159,38 Tr/m²"
35,https://meeyland.com//chinh-chu-ban-nha-xay-moi-35m2-1699858316312,"Hoàng Mai, Hà Nội","Chính chủ bán nhà xây mới, 35m2",,,100 Tr/m²
26,https://meeyland.com//ban-nha-ngo-goc-de-26m2-1699858233748,"Hoàng Mai, Hà Nội",Bán nhà ngõ Gốc Đề 26m2,,,"105,77 Tr/m²"
45,https://meeyland.com//hang-hiem-gia-re-ban-nhanh-nha-dinh-thon-45m2-3-tang-tang-1-kinh-doanh-gia-4-ty800-so-do-day-du-1699858369584,"Nam Từ Liêm, Hà Nội","Hàng hiếm giá rẻ bán nhanh nhà Đình Thôn 45m2, 3 tầng, tầng 1 kinh doanh, sổ đỏ đầy đủ",,2,"106,67 Tr/m²"
74,https://meeyland.com//thiet-ke-hien-dai-nha-dep-ngay-trung-tam-phuong-2-1694060493365,"Đà Lạt, Lâm Đồng",Thiết kế hiện đại nhà đẹp ngay trung tâm Phường 2,,5,"105,41 Tr/m²"
45,https://meeyland.com//ban-nha-phan-lo-o-to-tranh-ngo-thong-kinh-doanh-kim-giang-45m2-1699858188330,"Hoàng Mai, Hà Nội",Bán nhà phân lô ô tô tránh ngõ thông kinh doanh Kim Giang 45m2,,,"115,56 Tr/m²"
68,https://meeyland.com//dt-68m2-ban-nha-o-mat-tien-nam-o-tan-quy-ho-chi-minh-tong-quan-o-trong-nha-co-5-phong-ngu-5-wc-ho-tro-moi-thu-tuc-mien-phi-gia-mua-dich-1699858087040,"Tân Phú, Hồ Chí Minh","Bán nhà trên Tân Quý, Hồ Chí Minh giá 1,89 tỷ",5,5,"27,79 Tr/m²"
34,https://meeyland.com//nha-3-phong-ngu-ban-nha-o-co-dien-tich-rong-34m2-gia-ban-bat-ngo-tu-4-55-ty-tai-thuy-khue-ha-noi-1699858086994,"Tây Hồ, Hà Nội","Bán nhà giá 4,55 tỷ, diện tích 34m2 ngay ở Thụy Khuê, Hà Nội",3,3,"133,82 Tr/m²"
40,https://meeyland.com//vi-tri-dep-toa-lac-ngay-o-tay-ho-ha-noi-ban-nha-ban-ngay-voi-gia-cong-khai-chi-5-3-ty-tong-quan-nhin-tong-quan-co-3-pn-4-wc-1699858087016,"Tây Hồ, Hà Nội","Bán nhà diện tích 40m2 ngay trên Tây Hồ, Hà Nội",4,3,"132,5 Tr/m²"
320,https://meeyland.com//nha-tong-quan-bao-gom-12-phong-ngu-ban-nha-o-co-dien-tich-chinh-320m2-gia-ban-co-ban-8-95-ty-nam-tren-tan-binh-ho-chi-minh-1699858034492,"Tân Bình, Hồ Chí Minh","Bán nhà diện tích 320m2 trên Tân Bình, Hồ Chí Minh",12,12,"27,97 Tr/m²"
221,https://meeyland.com//dt-221m2-ban-nha-o-vi-tri-dep-toa-lac-ngay-thao-dien-ho-chi-minh-con-chan-cho-gi-nua-1699858003222,"Quận 2, Hồ Chí Minh","Bán nhà gần Thảo Điền, Hồ Chí Minh, diện tích 221m2",,,"203,62 Tr/m²"
75,https://meeyland.com//ban-nha-vi-tri-dat-ngay-trung-tam-tan-quy-ho-chi-minh-gia-ban-cuc-tot-10-2-ty-co-dien-tich-rong-75m2-nha-tong-quan-gom-6-pn-1699857878796,"Tân Phú, Hồ Chí Minh","Bán nhà vị trí đặt ngay trung tâm Tân Quý, Hồ Chí Minh giá bán cực tốt 10.2 tỷ có diện tích rộng 75m2 nhà tổng quan gồm 6 PN",6,6,136 Tr/m²
36,https://meeyland.com//gia-chi-2-25-ty-ban-nha-co-dien-tich-rong-36m2-vi-tri-thuan-loi-ngay-tren-duong-so-45-go-vap-trong-can-nay-thi-co-2-phong-ngu-2-wc-lh-xem-truc-tiep-1699857776343,"Gò Vấp, Hồ Chí Minh","Bán nhà giá 2,25 tỷ ngay Đường Số 45, Gò Vấp",2,2,"62,5 Tr/m²"
102,https://meeyland.com//ban-gap-ngoi-nha-ngay-ho-van-long-binh-tan-gia-ban-cuc-soc-8-ty-dien-tich-khoang-102m2-huong-dong-tong-quan-co-tat-ca-3-phong-ngu-3-wc-gia-tot-nhat-1699857609174,"Bình Tân, Hồ Chí Minh","Bán nhà diện tích 102m2 ở Hồ Văn Long, Bình Tân",3,3,"78,43 Tr/m²"
52,https://meeyland.com//trong-can-nay-co-2-pn-ban-nha-o-dien-tich-52m2-gia-ban-em-5-ty-vi-tri-hap-dan-tan-thanh-tan-thanh-1699857464169,"Tân Phú, Hồ Chí Minh","Trong căn này có 2 PN, bán nhà ở diện tích 52m2 giá bán êm 5 tỷ vị trí hấp dẫn Tân Thành, Tân Thành",1,2,"96,15 Tr/m²"
50,https://meeyland.com//ban-nha-co-dien-tich-50m2-nam-ngay-ben-trong-co-linh-long-bien-ban-ngay-voi-gia-tot-nhat-4-95-ty-nha-tong-quan-gom-co-5-phong-ngu-4-wc-1699857277006,"Long Biên, Hà Nội","Bán nhà diện tích 50m2 nằm ngay bên trong Cổ Linh, Long Biên",4,5,99 Tr/m²
196,https://meeyland.com//dien-tich-khoang-196m2-ban-nha-vi-tri-mat-tien-ngay-o-lac-long-quan-phuong-3-tong-quan-nha-nay-co-3-phong-ngu-3-wc-lien-he-chinh-chu-1699857259009,"Quận 11, Hồ Chí Minh","Bán nhà diện tích 196m2 tại Lạc Long Quân, Phường 3",3,3,"33,67 Tr/m²"
35,https://meeyland.com//ban-nha-ngo-192-le-trong-tan-khu-phan-lo-o-to-do-c-a-nha-5-tang-gia-5-1ty-1699856671103,"Thanh Xuân, Hà Nội","Bán nhà – Ngõ 192 Lê Trọng Tấn - Khu phân lô ô tô đỗ cửa – Nhà 5 tầng – Giá 5,1 tỷ",4,3,"145,71 Tr/m²"
17,https://meeyland.com//nha-gom-2-pn-ban-nha-o-co-dien-tich-chinh-17m2-ban-ngay-voi-gia-cuc-ki-tot-chi-1-1-ty-vi-tri-mat-tien-toa-lac-o-phu-tho-hoa-tan-phu-1699856574839,"Tân Phú, Hồ Chí Minh","Bán nhà ở Phú Thọ Hòa, Tân Phú, diện tích 17m2",,2,"64,71 Tr/m²"
84,https://meeyland.com//ngay-bay-hien-mat-tien-84m2-chi-nhinh-11-ty-1699856011366,"Tân Bình, Hồ Chí Minh",Ngay Bảy Hiền mặt tiền 84m2 chỉ nhỉnh 11 tỷ,,,"136,9 Tr/m²"
68,https://meeyland.com//trung-tam-cau-giay-mp-pham-tuan-tai-68m2-8-tang-thang-may-kd-sam-uat-gia-chi-28-ty-1699855889362,"Cầu Giấy, Hà Nội","Trung tâm Cầu Giấy - Mặt phố Phạm Tuấn Tài 68m2, 8 tầng thang máy, kinh doanh sầm uất, giá chỉ 28 tỷ",8,8,"411,76 Tr/m²"
103,https://meeyland.com//mat-tien-kinh-doanh-trung-tam-tan-binh-103m2-gia-nhinh-11-ty-1699855800749,"Tân Bình, Hồ Chí Minh",Mặt tiền kinh doanh - Trung tâm Tân Bình - 103m2 - Giá nhỉnh 11 tỷ,,,"111,65 Tr/m²"
74,https://meeyland.com//hem-mat-tien-74m2-gan-ly-thuong-kiet-nhinh-8-ty-1699855627673,"Tân Bình, Hồ Chí Minh",Hẻm mặt tiền - 74m2 - Gần Lý Thường Kiệt - Nhỉnh 8 tỷ,,2,"114,86 Tr/m²"
27,https://meeyland.com//nha-3-phong-ngu-ban-nha-gia-ban-chi-tu-chi-2-65-ty-co-dien-tich-chung-27m2-vi-tri-dep-toa-lac-ngay-tai-van-chuong-dong-da-1699855538057,"Đống Đa, Hà Nội","Bán nhà giá 2,65 tỷ, diện tích 27m2 vị trí đẹp tọa lạc ngay tại Văn Chương, Đống Đa",3,3,"98,15 Tr/m²"
36,https://meeyland.com//dien-tich-36m2-ban-nha-o-vi-tri-ngay-o-hong-lac-ho-chi-minh-trong-nha-nhin-chung-gom-2-phong-ngu-2-wc-cam-on-da-xem-tin-1699854957210,"Tân Bình, Hồ Chí Minh","Bán nhà tại Hồng Lạc, Hồ Chí Minh giá 4,4 tỷ",2,2,"122,22 Tr/m²"
52,https://meeyland.com//tong-quan-co-tong-cong-2-phong-ngu-ban-nha-o-co-dien-tich-chung-la-52m2-ban-ngay-voi-gia-cuc-em-chi-2-9-ty-mat-tien-nam-ngay-tai-phuong-15-tan-binh-1699854957161,"Tân Bình, Hồ Chí Minh","Bán nhà diện tích 52m2 tại Phường 15, Tân Bình",2,2,"55,77 Tr/m²"
72,https://meeyland.com//trong-nha-co-tong-4-pn-ban-nha-o-co-dien-tich-chinh-72m2-ban-ngay-voi-gia-canh-tranh-chi-22-ty-o-nguyen-hong-dao-ho-chi-minh-1699854844977,"Tân Bình, Hồ Chí Minh","Bán nhà diện tích 72m2 ở Nguyễn Hồng Đào, Hồ Chí Minh",4,4,"305,56 Tr/m²"
157,https://meeyland.com//tong-quan-nha-bao-gom-5-pn-ban-nha-ban-ngay-voi-gia-phai-chang-chi-23-ty-dien-tich-157m2-vi-tri-dat-o-trung-tam-quan-10-ho-chi-minh-1699854844955,"Quận 10, Hồ Chí Minh","Bán nhà trên Quận 10, Hồ Chí Minh, diện tích 157m2",3,5,"146,5 Tr/m²"
90,https://meeyland.com//co-dien-tich-chung-90m2-ban-nha-o-quan-12-ho-chi-minh-ho-tro-moi-thu-tuc-mien-phi-gia-mua-dich-1688989857644,"Quận 12, Hồ Chí Minh","Vị trí thuận lợi tọa lạc gần Quận 12, Hồ Chí Minh bán nhà giá bán êm 7.89 tỷ căn này gồm có 4 phòng ngủ 5 WC",5,4,"87,67 Tr/m²"
140,https://meeyland.com//ha-soc-2-5-ty-ban-gap-nha-dat-khu-linh-dam-140m2-o-to-tranh-dung-do-kinh-doanh-dinh-1699850351188,"Hoàng Mai, Hà Nội","Hạ sốc 2,5 tỷ bán gấp nhà đất khu Linh Đàm, 140m2, ô tô tránh dừng đỗ, kinh doanh đỉnh",,,"125,71 Tr/m²"
93,https://meeyland.com//nha-dep-mai-dong-o-to-tranh-2-mat-duong-93m2-1699850389466,"Hoàng Mai, Hà Nội","Nhà đẹp Mai Động ô tô tránh, 2 mặt đường, 93m2",3,3,"138,71 Tr/m²"
50,https://meeyland.com//gia-dinh-toi-can-ban-gap-can-nha-sat-mat-pho-trinh-cong-son-50m-6-tang-mt5-12-ty-pho-di-bo-cu-1699850379773,"Tây Hồ, Hà Nội","Gia đình tôi cần bán gấp căn nhà sát mặt phố Trịnh Công Sơn, 50m2 x 6 tầng, mặt tiền 5m, giá 12 tỷ",6,6,240 Tr/m²
110,https://meeyland.com//o-tai-ben-nghe-ho-chi-minh-ban-nha-gia-ban-canh-tranh-tu-16-9-ty-dien-tich-gom-110m2-nha-bao-gom-co-3-pn-cam-on-da-xem-tin-1699850292381,"Quận 1, Hồ Chí Minh","Bán nhà tại Bến Nghé, Hồ Chí Minh, diện tích 110m2",3,3,"153,64 Tr/m²"
31,https://meeyland.com//ban-nha-dep-3-tang-le-van-luong-q7-lotte-mart-nguyen-huu-tho-nha-moi-o-ngay-chi-3-ty-5-1699850281563,"Quận 7, Hồ Chí Minh","Bán nhà đẹp 3 tầng, Lê Văn Lương, Quận 7, Lotte mart, Nguyễn Hữu Thọ, nhà mới ở ngay chỉ 3,5 tỷ",,,"112,9 Tr/m²"
90,https://meeyland.com//ban-nha-cap-4-khuyen-luong-90m2-6-7-ty-o-to-vao-nha-kinh-doanh-1699850308274,"Hoàng Mai, Hà Nội","Bán nhà cấp 4 Khuyến Lương 90m2, 6,7 tỷ, ô tô vào nhà, kinh doanh",,,"74,44 Tr/m²"
112,https://meeyland.com//vi-tri-tot-tai-dien-bien-phu-ho-chi-minh-ban-nha-ban-ngay-voi-gia-sieu-re-tu-22-ty-dien-tich-gom-112m2-lh-xem-truc-tiep-1699850250938,"Quận 10, Hồ Chí Minh","Bán nhà mặt tiền nằm trên Điện Biên Phủ, Hồ Chí Minh giá 22 tỷ",,,"196,43 Tr/m²"
46,https://meeyland.com//ban-nha-dai-tu-sieu-dep-dan-xay-1699850252289,"Hoàng Mai, Hà Nội","Bán nhà Đại Từ siêu đẹp, dân xây",4,4,"119,57 Tr/m²"
40,https://meeyland.com//ban-nha-o-dien-tich-rong-40m2-ban-ngay-voi-gia-cuc-tot-2-78-ty-vi-tri-dep-nam-tren-linh-chieu-ho-chi-minh-1699850193301,"Thủ Đức, Hồ Chí Minh","Bán nhà diện tích 40m2 trên Linh Chiểu, Hồ Chí Minh",,,"69,5 Tr/m²"
65,https://meeyland.com//ban-gap-phan-lo-den-lu-hoang-mai-nha-dep-dan-xay-can-ban-gap-1699850213789,"Hoàng Mai, Hà Nội","Bán gấp phân lô Đền Lừ, Hoàng Mai, nhà đẹp dân xây cần bán gấp",,,"136,92 Tr/m²"
40,https://meeyland.com//hang-hiem-hoang-mai-ban-nha-hoang-mai-rong-rai-sieu-thoang-1699850050126,"Hoàng Mai, Hà Nội",Hàng hiếm Hoàng Mai - bán nhà Hoàng Mai - rộng rãi siêu thoáng,,,90 Tr/m²
45,https://meeyland.com//nha-ke-ben-quan-1-2-tang-khu-vuc-an-ninh-chi-nhinh-4ty-1699850066394,"Bình Thạnh, Hồ Chí Minh",Nhà kế bên Quận 1 - 2 tầng - Khu vực an ninh - Chỉ nhỉnh 4 tỷ,,2,"105,56 Tr/m²"
60,https://meeyland.com//can-von-bi-tien-ban-nha-co-dien-tich-gom-60m2-gia-ban-dam-phan-chi-6-4-ty-vi-tri-tot-ngay-phu-do-ha-noi-trong-ngoi-nha-nay-3-pn-vao-o-ngay-1699849940804,"Nam Từ Liêm, Hà Nội","Bán nhà diện tích 60m2 nằm ngay Phú Đô, Hà Nội",,3,"106,67 Tr/m²"
218,https://meeyland.com//biet-thu-trieu-do-cao-cap-ngang-khung-be-the-trung-tam-binh-thanh-5-tam-hem-xe-tai-dang-cho-xuong-1699849931019,"Bình Thạnh, Hồ Chí Minh",Biệt thự triệu đô cao cấp - Ngang khủng bề thế trung tâm Bình Thạnh - 5 tấm hẻm xe tải,,,"151,38 Tr/m²"
45,https://meeyland.com//ban-nha-vi-tri-dep-toa-lac-ngay-lang-thuong-dong-da-ban-ngay-voi-gia-sieu-re-8-4-ty-dien-tich-chuan-45m2-tong-quan-nhin-tong-quan-co-4-pn-1699849904712,"Đống Đa, Hà Nội","Bán nhà vị trí thuận lợi tọa lạc ở Láng Thượng, Đống Đa. Diện tích 45m2",5,4,"186,67 Tr/m²"
38,https://meeyland.com//nha-moi-ngo-nong-dai-mo-38m2-4-tang-2-78-ty-1699849832426,"Nam Từ Liêm, Hà Nội","Nhà mới ngõ nông Đại Mỗ, 38m2, 4 tầng, 2,78 tỷ",2,4,"73,16 Tr/m²"
26,https://meeyland.com//nha-co-3-pn-ban-nha-o-dien-tich-gom-26m2-ban-ngay-voi-gia-cuc-em-chi-2-75-ty-ngay-o-hoang-van-thu-ha-noi-1699849669661,"Hoàng Mai, Hà Nội","Bán nhà diện tích 26m2 ngay ở Hoàng Văn Thụ, Hà Nội",3,3,"105,77 Tr/m²"
50,https://meeyland.com//ban-nha-vi-tri-dep-cat-linh-dong-da-gia-ban-dam-phan-chi-15-ty-dien-tich-gom-50m2-tong-quan-can-nay-6-phong-ngu-1699849638403,"Đống Đa, Hà Nội","Bán nhà vị trí đẹp Cát Linh, Đống Đa. Diện tích 50m2",7,6,300 Tr/m²
31,https://meeyland.com//vi-tri-thuan-loi-gan-long-bien-ha-noi-ban-nha-ban-ngay-voi-gia-ngac-nhien-chi-2-7-ty-dien-tich-gom-31m2-nha-tong-quan-bao-gom-3-pn-lien-he-chinh-chu-1699849524119,"Long Biên, Hà Nội","Bán nhà vị trí hấp dẫn Long Biên, Hà Nội. Diện tích 31m2",4,3,"87,1 Tr/m²"
50,https://meeyland.com//huong-tay-bac-ban-nha-dien-tich-chuan-50m2-toa-lac-o-vo-chi-cong-ha-noi-ban-ngay-voi-gia-ngac-nhien-chi-5-9-ty-trong-can-nay-bao-gom-6-pn-7-wc-1699849420274,"Cầu Giấy, Hà Nội","Bán nhà vị trí đặt tọa lạc ngay tại Võ Chí Công, Hà Nội. Diện tích 50m2",7,6,118 Tr/m²
58,https://meeyland.com//58m2-phan-lo-tran-quoc-hoan-cau-giay-gara-via-he-o-to-tranh-ngo-thong-1699852218190,"Cầu Giấy, Hà Nội","58m2 phân lô Trần Quốc Hoàn, Cầu Giấy, gara, vỉa hè, ô tô tránh, ngõ thông",,4,"215,52 Tr/m²"
50,https://meeyland.com//nha-vi-tri-sieu-dep-cach-2-nha-ra-pho-1699852086742,"Cầu Giấy, Hà Nội","Nhà vị trí siêu đẹp, cách 2 nhà ra phố",,,
55,https://meeyland.com//chung-cu-mini-xuan-thuy-55m2-10-phong-khep-kin-1699852018489,"Cầu Giấy, Hà Nội","Chung cư mini Xuân Thủy, 55m2, 10 phòng khép kín",,10,
32,https://meeyland.com//ban-nha-vi-tri-o-an-ha-pham-van-hai-ban-ngay-voi-gia-thuc-te-tu-255-trieu-dien-tich-gom-32m2-can-nha-co-2-pn-1699851933185,"Bình Chánh, Hồ Chí Minh","Bán nhà vị trí ở An Hạ, Phạm Văn Hai bán ngay với giá thực tế từ 255 triệu diện tích gồm 32m2 căn nhà có 2 PN",2,2,"7,97 Tr/m²"
